,brand,model,price,year,transmission,fuelConsumption,tax,mileage,fueltype,color,variant
31745,Citroen, C4,"£15,049",2022,Other,54.3 mpg,Tax: £180,"Mileage: 30,392",Petrol,white,1.2 PureTech [130] C-Series Edition 5dr
31746,Citroen, Grand C4 Picasso,"£13,549",2017,Other,70.6 mpg,Tax: £180,"Mileage: 30,629",Diesel,white,1.6 BlueHDi Flair 5dr
31747,Citroen, C3,"£12,699",2019,Other,51.4 mpg,Tax: £180,"Mileage: 31,118",Petrol,white,AIRCROSS 1.2 PureTech 110 Flair 5dr [6 speed]
31748,Citroen, C3,"£11,949",2018,Other,58.9 mpg,Tax: £180,"Mileage: 31,791",Petrol,white,AIRCROSS 1.2 PureTech 110 Flair 5dr [6 speed]
31749,Citroen, C5 Aircross,"£15,749",2019,Other,36.6 mpg,Tax: £180,"Mileage: 32,679",Petrol,white,1.2 PureTech 130 Flair Plus 5dr
31750,Citroen, C3,"£11,849",2019,Other,51.4 mpg,Tax: £180,"Mileage: 33,047",Petrol,white,AIRCROSS 1.2 PureTech 110 Flair 5dr [6 speed]
31751,Citroen, C4 Cactus,"£10,399",2019,Other,70.6 mpg,Tax: £180,"Mileage: 33,698",Diesel,white,1.5 BlueHDi Feel 5dr
31752,Citroen, C3,"£8,099",2019,Other,51.4 mpg,Tax: £180,"Mileage: 35,099",Petrol,white,1.2 PureTech 83 Touch 5dr
31753,Citroen, C3,"£9,349",2017,Other,61.4 mpg,Tax: £180,"Mileage: 35,592",Petrol,white,1.2 PureTech 110 Flair 5dr
31754,Citroen, C3,"£8,599",2017,Other,60.1 mpg,Tax: £20,"Mileage: 38,747",Petrol,white,1.2 PureTech 82 Feel 5dr
31842,Citroen, C1,"£6,549",2017,Other,65.7 mpg,Tax: £0,"Mileage: 39,861",Petrol,white,1.2 PureTech Furio 3dr
31843,Citroen, C3,"£12,199",2020,Other,51.4 mpg,Tax: £180,"Mileage: 45,779",Petrol,white,AIRCROSS 1.2 PureTech 110 Flair 5dr [6 speed]
31844,Citroen, C4 Cactus,"£9,949",2019,Other,55.4 mpg,Tax: £180,"Mileage: 47,010",Petrol,white,1.2 PureTech Flair 5dr [6 Speed]
31845,Citroen, C5 Aircross,"£15,599",2020,Other,58.9 mpg,Tax: £180,"Mileage: 47,969",Diesel,white,1.5 BlueHDi 130 Flair 5dr EAT8
31846,Citroen, C5 Aircross,"£14,499",2019,Other,55.4 mpg,Tax: £180,"Mileage: 48,055",Diesel,white,1.5 BlueHDi 130 Flair Plus 5dr
31847,Citroen, C3,"£10,999",2019,Other,42.7 mpg,Tax: £180,"Mileage: 48,255",Petrol,white,AIRCROSS 1.2 PureTech 110 Flair 5dr [6 speed]
31848,Citroen, C5 Aircross,"£13,449",2020,Other,44.1 mpg,Tax: £180,"Mileage: 50,315",Petrol,white,1.2 PureTech 130 Flair 5dr
31849,Citroen, C4,"£14,349",2019,Other,68.9 mpg,Tax: £180,"Mileage: 50,535",Diesel,white,SPACETOURER 1.5 BlueHDi 130 Flair 5dr
31850,Citroen, C3,"£13,736",2021,Manual,51.4 mpg,Tax: £180,"Mileage: 9,243",Petrol,white,3 Aircross 1.2 PureTech 110 C-Series 5dr
31851,Citroen, C5 Aircross,"£18,701",2021,Manual,49.6 mpg,Tax: £180,"Mileage: 11,187",Petrol,white,s 1.2 PureTech 130 C-Series 5dr
31936,Citroen, C3,"£8,600",2017,Manual,60.1 mpg,Tax: £180,"Mileage: 14,395",Petrol,white,"1.2 PureTech Feel Hatchback 5dr Petrol Manual Euro 6 (68 ps) Android Auto,Apple CarPlay"
31937,Citroen, C5 Aircross,"£14,600",2022,Manual,61.4 mpg,Tax: £180,"Mileage: 36,257",Diesel,white,"1.5 BlueHDi Shine SUV 5dr Diesel Manual Euro 6 (s/s) (130 ps) Part Leather,Android Auto"
31938,Citroen, C5 Aircross,"£12,900",2020,Manual,57.7 mpg,Tax: £180,"Mileage: 64,260",Diesel,white,"1.5 BlueHDi Flair Plus SUV 5dr Diesel Manual Euro 6 (s/s) (130 ps) Android Auto,Apple CarPlay"
31939,Citroen, Berlingo,"£23,995",2019,Automatic,65.7 mpg,Tax: £180,"Mileage: 1,000",Diesel,white,BLUEHDI FLAIR XL S/S EAT8
31940,Citroen, C3,"£10,553",2021,Manual,54.3 mpg,Tax: £180,"Mileage: 19,566",Petrol,white,3 1.2 PureTech Shine 5dr
